2025 Federal Election House of Representatives Two Party Preferred By Polling Place [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:00 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
VIC,234,Wills,4630,Princes Hill (Wills),1347,88.39,177,11.61,1524,4.4
VIC,234,Wills,108811,Special Hospital Team 1,39,79.59,10,20.41,49,7.34
VIC,234,Wills,109114,Special Hospital Team 2,57,65.52,30,34.48,87,-5.99
VIC,234,Wills,109115,Special Hospital Team 3,68,73.12,25,26.88,93,1.61
VIC,234,Wills,124040,Special Hospital Team 4,23,71.88,9,28.13,32,-13.23
WA,235,Brand,65679,Baldivis,1444,67.51,695,32.49,2139,0.37
WA,235,Brand,64591,Baldivis Central,1387,66.14,710,33.86,2097,-0.16
WA,235,Brand,83045,Baldivis East,1088,68.77,494,31.23,1582,0.86
WA,235,Brand,109776,Baldivis North,351,72.37,134,27.63,485,5.18
WA,235,Brand,83297,Baldivis South,963,70.09,411,29.91,1374,-0.97
WA,235,Brand,7472,Baldivis West,1271,61.08,810,38.92,2081,-2.71
WA,235,Brand,38449,Bertram,1043,71.59,414,28.41,1457,1.48
WA,235,Brand,7478,Calista,706,74.47,242,25.53,948,-0.73
WA,235,Brand,83351,Cockburn Central BRAND PPVC,701,66.26,357,33.74,1058,-0.85
WA,235,Brand,7480,Cooloongup,714,73.99,251,26.01,965,-0.91
WA,235,Brand,82974,Cooloongup South,441,72.41,168,27.59,609,-0.97
WA,235,Brand,65586,EAV Brand PPVC,8,66.67,4,33.33,12,-11.11
WA,235,Brand,109504,Greenfields BRAND PPVC,124,64.92,67,35.08,191,4.27
WA,235,Brand,7488,Hillman,549,75.31,180,24.69,729,3.06
WA,235,Brand,97724,Kwinana Town Centre PPVC,7889,72.94,2927,27.06,10816,0.38
WA,235,Brand,11896,Leda,826,74.62,281,25.38,1107,-0.7
WA,235,Brand,7496,Medina,643,72.49,244,27.51,887,-1.46
WA,235,Brand,119902,Other Mobile Team 1,13,68.42,6,31.58,19,3.71
WA,235,Brand,7501,Parmelia,630,74.56,215,25.44,845,0.19
WA,235,Brand,31674,Port Kennedy,1025,67.48,494,32.52,1519,-0.12
WA,235,Brand,83347,Port Kennedy BRAND PPVC,6135,63.36,3548,36.64,9683,-1.15
WA,235,Brand,34336,Port Kennedy East,611,65.63,320,34.37,931,-0.44
WA,235,Brand,7503,Rockingham,863,67.58,414,32.42,1277,0.09
WA,235,Brand,34335,Rockingham Central,444,70.14,189,29.86,633,-5.72
WA,235,Brand,97689,Rockingham Central PPVC,11610,64.56,6374,35.44,17984,-2.6
WA,235,Brand,7504,Rockingham North,670,62.56,401,37.44,1071,-2.49
WA,235,Brand,58768,Rockingham PPVC,0,0,0,0,0,-64.34
WA,235,Brand,7507,Safety Bay,1132,65.62,593,34.38,1725,-0.73
WA,235,Brand,7508,Safety Bay Central,667,61.42,419,38.58,1086,-2.45
WA,235,Brand,108427,Special Hospital Team 1,118,66.29,60,33.71,178,0.91
WA,235,Brand,109038,Special Hospital Team 2,129,69.73,56,30.27,185,4.73
WA,235,Brand,11895,Waikiki,872,63.84,494,36.16,1366,-4.92
WA,235,Brand,34337,Waikiki East,821,66.21,419,33.79,1240,-4.62
WA,235,Brand,46575,Wandi,988,63.99,556,36.01,1544,2.26
WA,235,Brand,7511,Warnbro,497,61.21,315,38.79,812,-1.66
WA,235,Brand,31474,Warnbro East,766,72.54,290,27.46,1056,-4.25
WA,235,Brand,83316,Warnbro North,430,65.15,230,34.85,660,-1.69
WA,235,Brand,32585,Wellard,351,58.31,251,41.69,602,3.26
WA,235,Brand,83318,Wellard Central,821,73.7,293,26.3,1114,2.67
WA,235,Brand,98173,Wellard South,1178,73.4,427,26.6,1605,4.14
WA,329,Bullwinkel,116554,Armadale BULLWINKEL PPVC,2344,53.18,2064,46.82,4408,-3.11
WA,329,Bullwinkel,7468,Armadale East,498,48.54,528,51.46,1026,-5.09
WA,329,Bullwinkel,7977,Bakers Hill,170,43.04,225,56.96,395,-3.36
WA,329,Bullwinkel,8850,Bedfordale,257,38.7,407,61.3,664,-0.04
WA,329,Bullwinkel,116653,Bennett Springs (Bullwinkel),8,57.14,6,42.86,14,-4.82
WA,329,Bullwinkel,7982,Beverley,211,33.33,422,66.67,633,-5.48
WA,329,Bullwinkel,7927,Chidlow,319,44.99,390,55.01,709,-8.6
WA,329,Bullwinkel,7930,Darlington,914,63.52,525,36.48,1439,3.71
WA,329,Bullwinkel,116552,EAV Bullwinkel PPVC,5,55.56,4,44.44,9,12.7
WA,329,Bullwinkel,7531,Forrestfield,772,57.02,582,42.98,1354,-3.69
WA,329,Bullwinkel,7532,Forrestfield North,907,59.44,619,40.56,1526,0.77
WA,329,Bullwinkel,65671,Forrestfield West,456,60.24,301,39.76,757,-0.21
WA,329,Bullwinkel,7933,Gidgegannup,452,38.02,737,61.98,1189,-5.59
WA,329,Bullwinkel,7935,Glen Forrest,584,55.62,466,44.38,1050,-4.58
WA,329,Bullwinkel,7533,Gooseberry Hill,514,55.69,409,44.31,923,5.11
WA,329,Bullwinkel,8029,Greenhills,30,18.4,133,81.6,163,-1.45
WA,329,Bullwinkel,7936,Greenmount,610,59.98,407,40.02,1017,1.71
WA,329,Bullwinkel,7922,Helena Valley,767,49.42,785,50.58,1552,-2.11
WA,329,Bullwinkel,7538,High Wycombe,1045,58.48,742,41.52,1787,0.41
WA,329,Bullwinkel,95842,High Wycombe North,264,54.55,220,45.45,484,2.4
WA,329,Bullwinkel,11905,High Wycombe South,827,56.07,648,43.93,1475,-4.81
WA,329,Bullwinkel,7539,Kalamunda,306,52.31,279,47.69,585,1.21
WA,329,Bullwinkel,7540,Kalamunda North,598,52.55,540,47.45,1138,2.1
WA,329,Bullwinkel,7543,Kelmscott East,441,54.71,365,45.29,806,-5.06
WA,329,Bullwinkel,7544,Kelmscott North,539,55.28,436,44.72,975,-10
WA,329,Bullwinkel,8207,Koongamia,458,57.25,342,42.75,800,-3.89
WA,329,Bullwinkel,116616,Lathlain BULLWINKEL PPVC,393,56.87,298,43.13,691,-2.86
WA,329,Bullwinkel,7547,Lesmurdie,472,47.2,528,52.8,1000,1.84
WA,329,Bullwinkel,97650,Lesmurdie BULLWINKEL PPVC,4433,47.02,4995,52.98,9428,-0.11
WA,329,Bullwinkel,65668,Lesmurdie North,402,55.99,316,44.01,718,1.87
WA,329,Bullwinkel,7948,Mahogany Creek,302,45.9,356,54.1,658,1.29
WA,329,Bullwinkel,7550,Maida Vale,804,48.99,837,51.01,1641,-1.32
WA,329,Bullwinkel,116637,Midland BULLWINKEL PPVC,4915,54.22,4150,45.78,9065,-1.24
WA,329,Bullwinkel,7953,Mount Helena,423,49.3,435,50.7,858,-3.42
WA,329,Bullwinkel,7956,Mundaring,606,50.88,585,49.12,1191,-1.54
WA,329,Bullwinkel,97492,Mundaring PPVC,2182,46.9,2470,53.1,4652,-6.04
WA,329,Bullwinkel,8077,Northam,330,41.56,464,58.44,794,-11.47
WA,329,Bullwinkel,8078,Northam East,54,31.4,118,68.6,172,-19.73
WA,329,Bullwinkel,58476,Northam PPVC,2265,38.04,3689,61.96,5954,-6.91
WA,329,Bullwinkel,119897,Other Mobile Team 1,23,67.65,11,32.35,34,16.78
WA,329,Bullwinkel,7958,Parkerville,529,51.41,500,48.59,1029,0.9
WA,329,Bullwinkel,7551,Pickering Brook,186,37.96,304,62.04,490,2.33
WA,329,Bullwinkel,7554,Roleystone,872,54.57,726,45.43,1598,4.12
WA,329,Bullwinkel,7541,Roleystone North,457,46.73,521,53.27,978,-1.09
WA,329,Bullwinkel,7960,Sawyers Valley,298,53.31,261,46.69,559,-5.49
WA,329,Bullwinkel,119899,Special Hospital Team 1,72,51.06,69,48.94,141,0.35
WA,329,Bullwinkel,119900,Special Hospital Team 2,49,39.84,74,60.16,123,-11.04
WA,329,Bullwinkel,11901,Stratton,667,68.55,306,31.45,973,0.31
WA,329,Bullwinkel,65672,Stratton North,668,58.04,483,41.96,1151,2.56
WA,329,Bullwinkel,7963,Swan View,972,58.7,684,41.3,1656,0.32
WA,329,Bullwinkel,83289,Swan View East,256,51.82,238,48.18,494,-8.75
WA,329,Bullwinkel,8103,Toodyay,383,35.9,684,64.1,1067,-11.29
WA,329,Bullwinkel,7555,Walliston,523,45.56,625,54.44,1148,-7.53
WA,329,Bullwinkel,7556,Wattle Grove,1017,62.16,619,37.84,1636,0.91
WA,329,Bullwinkel,7970,Wooroloo,150,46.15,175,53.85,325,-8.06
WA,329,Bullwinkel,8119,Wundowie,264,45.99,310,54.01,574,-9.71
WA,329,Bullwinkel,8123,York,252,32.43,525,67.57,777,-9.81
WA,317,Burt,7467,Armadale,761,66.35,386,33.65,1147,1.38
WA,317,Burt,33044,Armadale BURT PPVC,6083,65.33,3228,34.67,9311,0.34
WA,317,Burt,7469,Armadale North,373,64.09,209,35.91,582,-2.15
WA,317,Burt,7470,Armadale South,140,58.33,100,41.67,240,-6.17
WA,317,Burt,7471,Armadale West,885,67.87,419,32.13,1304,-0.78
WA,317,Burt,11634,Brookdale,1127,68.22,525,31.78,1652,2.62
WA,317,Burt,7477,Byford (Burt),804,56.18,627,43.82,1431,6.43
WA,317,Burt,97481,Byford BURT PPVC,2690,57.77,1966,42.23,4656,10.78
WA,317,Burt,116790,Byford North (Burt),246,57.08,185,42.92,431,9.41
WA,317,Burt,82861,Byford West,1191,57.01,898,42.99,2089,3.15
WA,317,Burt,7557,Camillo,695,69.92,299,30.08,994,5.06
WA,317,Burt,7558,Camillo South,788,68.94,355,31.06,1143,0.92
WA,317,Burt,83339,Cannington BURT PPVC,1118,67.19,546,32.81,1664,2.9
WA,317,Burt,83352,Cockburn Central BURT PPVC,512,62.06,313,37.94,825,0.76
WA,317,Burt,70857,EAV Burt PPVC,10,83.33,2,16.67,12,23.33
WA,317,Burt,7485,Forrestdale,492,57.21,368,42.79,860,3.07
WA,317,Burt,7534,Gosnells,778,67.89,368,32.11,1146,0.49
WA,317,Burt,7535,Gosnells Central,407,70.17,173,29.83,580,6.84
WA,317,Burt,7536,Gosnells South,888,76.42,274,23.58,1162,7.08
WA,317,Burt,8851,Gosnells West,859,70.12,366,29.88,1225,4.64
WA,317,Burt,64598,Harrisdale,989,64.26,550,35.74,1539,-2.27
WA,317,Burt,82973,Harrisdale North,591,63.69,337,36.31,928,6.9
WA,317,Burt,8268,Huntingdale,1185,68.66,541,31.34,1726,-1.91
WA,317,Burt,7542,Kelmscott,731,69.55,320,30.45,1051,-2.41
WA,317,Burt,7546,Kenwick,676,67.87,320,32.13,996,6.47
WA,317,Burt,7548,Maddington,804,70.96,329,29.04,1133,2.72
WA,317,Burt,31476,Maddington East,645,75.7,207,24.3,852,3.46
WA,317,Burt,98024,Maddington PPVC,8240,67.69,3934,32.31,12174,0.56
WA,317,Burt,109513,Parkwood BURT PPVC,302,65.09,162,34.91,464,3.64
WA,317,Burt,124055,Perth BURT PPVC,406,70.61,169,29.39,575,11.21
WA,317,Burt,82495,Piara Waters,1045,65.39,553,34.61,1598,0.71
WA,317,Burt,109539,Piara Waters East,508,74.82,171,25.18,679,7.93
WA,317,Burt,109545,Piara Waters North,174,67.18,85,32.82,259,2.56
WA,317,Burt,95838,Piara Waters South,1062,72.64,400,27.36,1462,3.42
WA,317,Burt,11898,Seville Grove,1219,69.03,547,30.97,1766,2.31
WA,317,Burt,64587,Southern River,1347,69.25,598,30.75,1945,4.78
WA,317,Burt,97686,Southern River BURT PPVC,6869,65,3699,35,10568,2
WA,317,Burt,95837,Southern River East,849,78.32,235,21.68,1084,10.07
WA,317,Burt,108779,Special Hospital Team 1,92,63.01,54,36.99,146,-1.82
WA,317,Burt,109040,Special Hospital Team 2,32,54.24,27,45.76,59,-10.36
WA,317,Burt,8279,Thornlie,805,68.92,363,31.08,1168,5.84
WA,317,Burt,97679,Thornlie Central,400,61.16,254,38.84,654,-4.55
WA,317,Burt,8280,Thornlie East,747,71.35,300,28.65,1047,4.24
WA,317,Burt,32462,Thornlie South,1012,67.11,496,32.89,1508,7.35
WA,317,Burt,32461,Thornlie West,756,67.32,367,32.68,1123,1.28
WA,236,Canning,116843,Byford (Canning),163,38.81,257,61.19,420,-10.76
WA,236,Canning,116849,Byford CANNING PPVC,1452,41.93,2011,58.07,3463,-4.73
WA,236,Canning,65834,Byford North (Canning),317,48.03,343,51.97,660,0.64
WA,236,Canning,11602,Coodanup,456,50.67,444,49.33,900,-4.09
WA,236,Canning,7481,Coolup,110,22.73,374,77.27,484,-14.2
WA,236,Canning,7482,Dawesville,140,38.25,226,61.75,366,-10.28
WA,236,Canning,83218,Dawesville West,490,42.87,653,57.13,1143,-6.72
WA,236,Canning,7494,Dudley Park,407,51.91,377,48.09,784,1.18
WA,236,Canning,7483,Dwellingup,120,40.27,178,59.73,298,-12.55
WA,236,Canning,65591,EAV Canning PPVC,4,57.14,3,42.86,7,23.81
WA,236,Canning,7473,Furnissdale,185,32.98,376,67.02,561,-11
WA,236,Canning,32064,Golden Bay,620,51.93,574,48.07,1194,-12.95
WA,236,Canning,11894,Greenfields,732,43.19,963,56.81,1695,-10.15
WA,236,Canning,33043,Greenfields CANNING PPVC,6851,43.28,8980,56.72,15831,-2.12
WA,236,Canning,31809,Greenfields East,302,51.54,284,48.46,586,-4.93
WA,236,Canning,31478,Halls Head,510,45.13,620,54.87,1130,-4.66
WA,236,Canning,7495,Halls Head North,555,39.96,834,60.04,1389,-2.51
WA,236,Canning,83296,Halls Head PPVC,6525,40.66,9524,59.34,16049,-4.5
WA,236,Canning,109352,Halls Head South,342,43.13,451,56.87,793,-5.12
WA,236,Canning,7489,Jarrahdale,179,47.35,199,52.65,378,-3.08
WA,236,Canning,31065,Lake Clifton,95,29.97,222,70.03,317,-22.7
WA,236,Canning,47748,Lakelands,930,46.8,1057,53.2,1987,-3.79
WA,236,Canning,7490,Madora Bay,400,43.2,526,56.8,926,-5.14
WA,236,Canning,7491,Mandurah,122,47.66,134,52.34,256,-13.52
WA,236,Canning,7492,Mandurah Central,289,49.49,295,50.51,584,0.13
WA,236,Canning,7493,Mandurah East,299,50.59,292,49.41,591,-8.13
WA,236,Canning,108134,Mandurah PPVC,4062,43.87,5197,56.13,9259,-0.28
WA,236,Canning,11897,Meadow Springs,483,47.87,526,52.13,1009,-1.13
WA,236,Canning,33073,Meadow Springs North,340,46.45,392,53.55,732,-1.8
WA,236,Canning,7497,Mundijong,336,37,572,63,908,-6.2
WA,236,Canning,7499,North Dandalup,168,33.8,329,66.2,497,-7.67
WA,236,Canning,7516,North Yunderup,158,41.91,219,58.09,377,-5.84
WA,236,Canning,119895,Other Mobile Team 1,3,37.5,5,62.5,8,-7.5
WA,236,Canning,7502,Pinjarra,365,33.73,717,66.27,1082,-17.57
WA,236,Canning,7479,Pinjarra North,266,45.78,315,54.22,581,-4.34
WA,236,Canning,116833,Port Kennedy CANNING PPVC,2318,49.82,2335,50.18,4653,-14.68
WA,236,Canning,46571,Preston Beach,39,36.45,68,63.55,107,-5.31
WA,236,Canning,32057,Secret Harbour,886,49.86,891,50.14,1777,-13.74
WA,236,Canning,65761,Secret Harbour South,716,53.23,629,46.77,1345,-12.38
WA,236,Canning,7509,Serpentine,336,34.01,652,65.99,988,-5.87
WA,236,Canning,7510,Singleton,717,48.94,748,51.06,1465,-13.75
WA,236,Canning,7515,South Yunderup,397,40.84,575,59.16,972,-6.7
WA,236,Canning,108840,Special Hospital Team 1,132,49.44,135,50.56,267,6.82
WA,236,Canning,109260,Special Hospital Team 2,107,41.63,150,58.37,257,-1.23
WA,236,Canning,82866,Wannanup,514,44.12,651,55.88,1165,-1.05
WA,236,Canning,7512,Waroona,434,32.98,882,67.02,1316,-10.52
WA,237,Cowan,11591,Alexander Heights,897,63.3,520,36.7,1417,-1.17
WA,237,Cowan,32071,Alexander Heights West,668,67.61,320,32.39,988,0.26
WA,237,Cowan,8174,Balcatta,867,64.08,486,35.92,1353,10.09
WA,237,Cowan,8175,Balcatta Central,144,60.5,94,39.5,238,1.86
WA,237,Cowan,8176,Balcatta North,954,61.95,586,38.05,1540,11.21
WA,237,Cowan,8194,Balcatta West,725,58.28,519,41.72,1244,6.99
WA,237,Cowan,7562,Balga,957,71.52,381,28.48,1338,1.38
WA,237,Cowan,7563,Balga North,807,68.62,369,31.38,1176,1.26
WA,237,Cowan,7564,Ballajura,719,67.07,353,32.93,1072,2.66
WA,237,Cowan,11592,Ballajura Central,859,65.72,448,34.28,1307,0.92
WA,237,Cowan,31735,Ballajura South,873,66.34,443,33.66,1316,-3.92
WA,237,Cowan,33068,Ballajura West,915,64.8,497,35.2,1412,0.72
WA,237,Cowan,109589,Bedford COWAN PPVC,203,61.52,127,38.48,330,-1.23
WA,237,Cowan,36411,Darch,994,62.63,593,37.37,1587,6.2
WA,237,Cowan,82962,Darch South,334,56.32,259,43.68,593,-0.6
WA,237,Cowan,8180,Dianella Central,590,57.96,428,42.04,1018,8.71
WA,237,Cowan,38196,Dianella North,578,58.32,413,41.68,991,8.37
WA,237,Cowan,8189,Dianella West,763,68.74,347,31.26,1110,3.64
WA,237,Cowan,109592,Duncraig COWAN PPVC,220,59.78,148,40.22,368,-3.01
WA,237,Cowan,65417,EAV Cowan PPVC,11,78.57,3,21.43,14,5.84
WA,237,Cowan,7570,Girrawheen,803,67.65,384,32.35,1187,-5.72
WA,237,Cowan,7572,Girrawheen East,514,72.39,196,27.61,710,1.29
WA,237,Cowan,7573,Greenwood,853,62.13,520,37.87,1373,4.35
WA,237,Cowan,7574,Greenwood East,871,65.1,467,34.9,1338,4.12
WA,237,Cowan,7576,Hamersley,713,61.41,448,38.59,1161,7.04
WA,237,Cowan,11911,Hamersley East,379,62.34,229,37.66,608,7.13
WA,237,Cowan,7580,Koondoola,668,72.22,257,27.78,925,2.06
WA,237,Cowan,32813,Landsdale,1433,59.81,963,40.19,2396,3.65
WA,237,Cowan,82884,Landsdale East,746,59.44,509,40.56,1255,0.77
WA,237,Cowan,97706,Landsdale West,437,63.06,256,36.94,693,8.86
WA,237,Cowan,47764,Madeley,1122,58.77,787,41.23,1909,3.95
WA,237,Cowan,107921,Malaga COWAN PPVC,5014,65.83,2603,34.17,7617,5.12
WA,237,Cowan,11593,Marangaroo,694,65.23,370,34.77,1064,2.3
WA,237,Cowan,11633,Marangaroo Central,625,66.49,315,33.51,940,1.05
WA,237,Cowan,38455,Marangaroo East,1071,68.92,483,31.08,1554,3.18
WA,237,Cowan,11598,Mirrabooka Central,647,68.54,297,31.46,944,-2.07
WA,237,Cowan,31067,Mirrabooka East,722,72.13,279,27.87,1001,-1.02
WA,237,Cowan,97701,Morley COWAN PPVC,1981,58.45,1408,41.55,3389,-1.3
WA,237,Cowan,8179,Morley North (Cowan),463,59.44,316,40.56,779,8.83
WA,237,Cowan,8190,Nollamara,1191,72.14,460,27.86,1651,8.34
WA,237,Cowan,108788,Osborne Park COWAN PPVC,2874,60.77,1855,39.23,4729,-2.21
WA,237,Cowan,109575,Perth COWAN PPVC,672,67.4,325,32.6,997,5.5
WA,237,Cowan,108428,Special Hospital Team 1,69,58.47,49,41.53,118,-12.96
WA,237,Cowan,108787,Wangara COWAN PPVC,3178,58.85,2222,41.15,5400,2.1
WA,237,Cowan,32812,Warwick,498,65.53,262,34.47,760,7.55
WA,237,Cowan,107916,Warwick COWAN PPVC,6744,64.34,3738,35.66,10482,10.27
WA,237,Cowan,8177,Westminster,993,69.64,433,30.36,1426,4.46
WA,238,Curtin,7602,Churchlands,825,51.15,788,48.85,1613,10.5
WA,238,Curtin,83357,Churchlands North,224,49.56,228,50.44,452,6.1
WA,238,Curtin,7591,City Beach,505,37.69,835,62.31,1340,6.13
WA,238,Curtin,7592,City Beach North,502,38.06,817,61.94,1319,4.22
WA,238,Curtin,7593,Claremont,728,40.47,1071,59.53,1799,1.19
WA,238,Curtin,97720,Claremont PPVC,5003,36.33,8768,63.67,13771,-2.28
WA,238,Curtin,7594,Cottesloe,527,35.58,954,64.42,1481,2.99
WA,238,Curtin,7595,Cottesloe North,580,39.94,872,60.06,1452,2.07
WA,238,Curtin,7598,Dalkeith,633,35.58,1146,64.42,1779,7.66
WA,238,Curtin,32458,Doubleview,1422,58.78,997,41.22,2419,5.76
WA,238,Curtin,83305,Doubleview North,317,57.74,232,42.26,549,3.86
WA,238,Curtin,65579,EAV Curtin PPVC,8,57.14,6,42.86,14,4.2
WA,238,Curtin,7600,Floreat,645,43.2,848,56.8,1493,2.65
WA,238,Curtin,7601,Floreat East,438,44.92,537,55.08,975,4.22
WA,238,Curtin,108968,Fremantle CURTIN PPVC,449,59.47,306,40.53,755,10.62
WA,238,Curtin,8186,Innaloo,1162,60.21,768,39.79,1930,2.81
WA,238,Curtin,97656,Innaloo South,356,60.96,228,39.04,584,8.49
WA,238,Curtin,7607,Jolimont,773,53.68,667,46.32,1440,4.42
WA,238,Curtin,71034,Karrinyup South,902,54.37,757,45.63,1659,2.97
WA,238,Curtin,8178,Karrinyup West,849,52.8,759,47.2,1608,3.05
WA,238,Curtin,7614,Mosman Park,653,39.94,982,60.06,1635,2.48
WA,238,Curtin,7606,Mount Claremont,766,46.23,891,53.77,1657,16.3
WA,238,Curtin,60353,Mount Claremont East,196,51.04,188,48.96,384,3.56
WA,238,Curtin,7619,Nedlands Central,335,72.35,128,27.65,463,8.65
WA,238,Curtin,7621,Nedlands North,685,54.89,563,45.11,1248,4.76
WA,238,Curtin,7622,Nedlands South,736,48.87,770,51.13,1506,0.51
WA,238,Curtin,97537,Osborne Park CURTIN PPVC,3698,50.05,3690,49.95,7388,2.49
WA,238,Curtin,7597,Peppermint Grove,743,44.02,945,55.98,1688,3.67
WA,238,Curtin,94024,Perth CURTIN PPVC,1255,49.29,1291,50.71,2546,3.76
WA,238,Curtin,8196,Scarborough,994,57.86,724,42.14,1718,3.66
WA,238,Curtin,8195,Scarborough North,387,54.82,319,45.18,706,17.34
WA,238,Curtin,7628,Shenton Park West,895,58.19,643,41.81,1538,3.58
WA,238,Curtin,108806,Special Hospital Team 1,80,35.09,148,64.91,228,-4.38
WA,238,Curtin,109284,Special Hospital Team 2,27,27.84,70,72.16,97,-11.68
WA,238,Curtin,109285,Special Hospital Team 3,69,35.94,123,64.06,192,-3.55
WA,238,Curtin,119903,Special Hospital Team 4,24,66.67,12,33.33,36,-1.51
WA,238,Curtin,7629,Subiaco,320,49.61,325,50.39,645,-1.95
WA,238,Curtin,46574,Subiaco Central,965,59.38,660,40.62,1625,6.91
WA,238,Curtin,65666,Subiaco CURTIN PPVC,4503,50.74,4372,49.26,8875,3.08
WA,238,Curtin,7633,Swanbourne,637,39.39,980,60.61,1617,2.53
WA,238,Curtin,95056,Warwick CURTIN PPVC,437,50.93,421,49.07,858,3.91
WA,238,Curtin,7634,Wembley Central,257,54.56,214,45.44,471,6.65
WA,238,Curtin,8199,Wembley Downs,960,48.98,1000,51.02,1960,4.83
WA,238,Curtin,7635,Wembley North,735,61.56,459,38.44,1194,1.43
WA,238,Curtin,7637,Wembley West,1080,51.72,1008,48.28,2088,2.94
WA,238,Curtin,7613,West Leederville,927,57.87,675,42.13,1602,3.03
WA,238,Curtin,8200,Woodlands,885,48.55,938,51.45,1823,5.23
WA,312,Durack,7916,Badgingarra,15,11.19,119,88.81,134,-9.4
WA,312,Durack,7981,Bencubbin,22,17.6,103,82.4,125,-9.01
WA,312,Durack,108850,Bennett Springs DURACK PPVC,159,41.19,227,58.81,386,-6.11
WA,312,Durack,58812,Bilingurr,260,50,260,50,520,-6.73
WA,312,Durack,7921,Bindoon,281,34.86,525,65.14,806,-6.46
WA,312,Durack,7984,Bluff Point,491,41.86,682,58.14,1173,-1.42
WA,312,Durack,11904,Bluff Point South,123,30.52,280,69.48,403,-23.36
WA,312,Durack,7806,Broome,584,60.96,374,39.04,958,-5.44
WA,312,Durack,33257,Broome PPVC,2203,59.85,1478,40.15,3681,0.48
WA,312,Durack,7923,Bullsbrook,922,43.16,1214,56.84,2136,-3.6
WA,312,Durack,32077,Cable Beach,454,67.56,218,32.44,672,0.14
WA,312,Durack,7999,Calingiri,29,17.47,137,82.53,166,-14.67
WA,312,Durack,31485,Cape Burney,99,40.08,148,59.92,247,-5.56
WA,312,Durack,8000,Carnamah,46,26.59,127,73.41,173,6.59
WA,312,Durack,7808,Carnarvon,164,35.27,301,64.73,465,-14.28
WA,312,Durack,32762,Carnarvon PPVC,531,37.34,891,62.66,1422,-5.48
WA,312,Durack,7926,Cervantes,52,21.94,185,78.06,237,-5.98
WA,312,Durack,8002,Coorow,21,13.64,133,86.36,154,-8.58
WA,312,Durack,8007,Cunderdin,94,26.86,256,73.14,350,-11.98
WA,312,Durack,8009,Dalwallinu,77,21.45,282,78.55,359,0.73
WA,312,Durack,47800,Dampier PPVC,1315,45.39,1582,54.61,2897,-5.84
WA,312,Durack,7929,Dandaragan,48,17.58,225,82.42,273,-5.13
WA,312,Durack,7820,Denham,129,41.21,184,58.79,313,-4.05
WA,312,Durack,7821,Derby,414,57.58,305,42.42,719,1.47
WA,312,Durack,8011,Dongara,393,30.9,879,69.1,1272,-3.48
WA,312,Durack,8013,Dowerin,42,15.85,223,84.15,265,-10.64
WA,312,Durack,65667,Drummond Cove,212,36.74,365,63.26,577,-7.37
WA,312,Durack,65596,EAV Durack PPVC,6,60,4,40,10,20
WA,312,Durack,8018,Eneabba,31,26.72,85,73.28,116,-8.33
WA,312,Durack,7823,Exmouth,478,48.53,507,51.47,985,-1.57
WA,312,Durack,82770,Exmouth PPVC,0,0,0,0,0,0
WA,312,Durack,7826,Fitzroy Crossing,107,62.94,63,37.06,170,-11.77
WA,312,Durack,8023,Geraldton,670,44.91,822,55.09,1492,-3.19
WA,312,Durack,34255,Geraldton PPVC,4301,36.5,7481,63.5,11782,-4.79
WA,312,Durack,7934,Gingin,217,26.11,614,73.89,831,-8.18
WA,312,Durack,8027,Goomalling,58,19.33,242,80.67,300,-11.08
WA,312,Durack,7833,Halls Creek,120,59.11,83,40.89,203,0.21
WA,312,Durack,7941,Jurien Bay,264,28.33,668,71.67,932,-11.72
WA,312,Durack,7838,Kalbarri,227,37.03,386,62.97,613,-5.85
WA,312,Durack,7850,Karratha,441,47.88,480,52.12,921,-7.74
WA,312,Durack,8040,Kellerberrin,129,26.01,367,73.99,496,-9.38
WA,312,Durack,8044,Koorda,33,18.33,147,81.67,180,-18.66
WA,312,Durack,7853,Kununurra,249,52.64,224,47.36,473,2.64
WA,312,Durack,65824,Kununurra PPVC,568,47.06,639,52.94,1207,-0.36
WA,312,Durack,7944,Lancelin,161,31.82,345,68.18,506,-8.18
WA,312,Durack,7945,Ledge Point,47,32.41,98,67.59,145,-6.79
WA,312,Durack,8052,Leeman,103,28.69,256,71.31,359,-1.17
WA,312,Durack,7947,Lower Chittering,266,35.99,473,64.01,739,-7.19
WA,312,Durack,7861,Meekatharra,62,46.27,72,53.73,134,-14.84
WA,312,Durack,8054,Merredin,115,29.26,278,70.74,393,-15.82
WA,312,Durack,83344,Merredin PPVC,355,26.63,978,73.37,1333,-16.06
WA,312,Durack,108847,Midland DURACK PPVC,228,37.44,381,62.56,609,-9.92
WA,312,Durack,8057,Miling,6,6.45,87,93.55,93,-9.29
WA,312,Durack,7851,Millars Well,529,46.4,611,53.6,1140,-6.06
WA,312,Durack,8058,Mingenew,37,18.23,166,81.77,203,-2.2
WA,312,Durack,8063,Moonyoonooka,35,14.71,203,85.29,238,-2.33
